Id,ActivityDay,DailyCalories,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,DailySteps
4020332650,2016-05-03,2828,950,174,0,0,4496
4020332650,2016-05-10,2926,774,206,0,0,5546
8877689391,2016-04-22,3427,1141,236,2,61,18258
8877689391,2016-05-09,3710,1131,217,19,73,20226
6962181067,2016-04-21,2179,708,214,27,53,11835
6962181067,2016-04-25,2194,637,282,31,35,13239
4020332650,2016-05-05,3429,916,196,42,38,11728
1644430081,2016-04-14,3226,1125,252,58,5,11037
1644430081,2016-04-19,3300,1099,278,58,5,11256
1644430081,2016-04-28,3108,1157,227,53,3,9405
1644430081,2016-04-30,3846,816,402,71,9,18213
1644430081,2016-05-03,3324,1115,221,94,10,12850
2022484408,2016-04-20,2897,1053,276,63,48,15112
2022484408,2016-04-21,3158,1028,255,53,104,12453
2022484408,2016-05-09,2709,1061,297,47,35,13379
2347167796,2016-04-14,2010,705,206,48,1,10129
2347167796,2016-04-16,2670,968,268,72,66,22244
2347167796,2016-04-20,2198,1011,269,43,11,10999
3977333714,2016-04-16,1625,663,153,83,31,13459
3977333714,2016-04-17,1529,600,205,58,11,10415
3977333714,2016-04-19,1638,738,221,67,19,12414
3977333714,2016-04-20,1554,845,164,98,2,11658
3977333714,2016-04-23,1638,724,252,92,0,12058
3977333714,2016-04-30,1650,687,194,52,43,13238
3977333714,2016-05-02,1760,713,176,143,24,16520
3977333714,2016-05-04,1628,852,142,96,14,13559
3977333714,2016-05-05,1618,680,178,88,14,12312
3977333714,2016-05-06,1590,676,168,55,29,11677
3977333714,2016-05-07,1574,703,208,86,0,11550
3977333714,2016-05-08,1633,688,171,116,9,13585
3977333714,2016-05-09,1667,1159,151,122,8,14687
3977333714,2016-05-10,1630,676,196,115,1,13072
4319703577,2016-04-27,2324,680,300,47,6,10780
4388161847,2016-04-27,3074,684,241,48,11,11193
4388161847,2016-04-30,3283,537,300,43,14,12533
4388161847,2016-05-05,2899,896,199,39,12,9603
4388161847,2016-05-06,3425,1100,262,45,33,13175
4388161847,2016-05-07,4022,508,260,56,120,22770
4702921684,2016-04-17,3394,437,302,66,12,12692
4702921684,2016-04-23,3691,469,408,66,9,15126
4702921684,2016-05-08,3287,1019,192,125,9,12857
4702921684,2016-05-10,3172,701,262,37,1,10613
5577150313,2016-04-15,4005,695,199,54,115,12087
5577150313,2016-04-16,4274,472,158,56,184,14269
5577150313,2016-04-17,4552,525,159,37,200,12231
5577150313,2016-04-21,4018,670,175,74,110,10830
5577150313,2016-04-24,4392,425,141,65,210,15764
5577150313,2016-04-30,4501,621,163,45,207,12363
5577150313,2016-05-01,4546,499,178,72,194,13368
5577150313,2016-05-10,3841,639,194,37,104,8869
6775888955,2016-04-20,3727,1079,178,113,70,10771
6962181067,2016-05-02,2162,655,313,39,18,12912
7007744171,2016-04-22,2889,1065,261,50,64,15299
7086361926,2016-04-19,2944,671,124,69,67,10688
7086361926,2016-04-22,2846,762,153,59,58,9753
7086361926,2016-04-25,2752,706,129,39,69,10091
7086361926,2016-04-28,2862,810,161,48,54,11584
7086361926,2016-05-09,2960,743,171,50,67,13566
8253242879,2016-04-25,1909,1261,118,54,7,6829
8583815059,2016-04-22,2944,1170,212,54,4,8687
8583815059,2016-04-23,3012,1151,238,44,7,9423
8583815059,2016-04-24,2889,1188,206,44,2,8286
8583815059,2016-04-26,3093,1134,214,91,1,10499
8583815059,2016-04-29,3513,1069,258,67,46,15168
8583815059,2016-05-08,2940,1183,182,72,3,9217
8583815059,2016-05-10,2846,1226,162,43,9,8240
8583815059,2016-05-11,2804,1106,177,71,5,8701
8792009665,2016-04-23,2748,795,232,45,8,5245
1503960366,2016-05-12,0,1440,0,0,0,0
1624580081,2016-04-12,1432,1294,146,0,0,8163
1624580081,2016-04-13,1411,1292,148,0,0,7007
1624580081,2016-04-15,1344,1344,96,0,0,1510
1624580081,2016-04-16,1463,1264,176,0,0,5370
1624580081,2016-04-19,1435,1299,141,0,0,2916
1624580081,2016-04-20,1446,1289,151,0,0,4974
1624580081,2016-04-22,1470,1241,199,0,0,4026
1624580081,2016-04-29,1404,1290,150,0,0,2390
1624580081,2016-05-04,1368,1322,118,0,0,2193
1624580081,2016-05-07,1474,1258,182,0,0,2104
1624580081,2016-05-08,1427,1288,152,0,0,3427
1624580081,2016-05-09,1328,1349,91,0,0,1732
1624580081,2016-05-11,1359,1328,112,0,0,3134
1644430081,2016-04-24,2413,1351,89,0,0,3321
1644430081,2016-04-27,2489,1322,118,0,0,3032
1644430081,2016-04-29,2498,1193,120,0,0,3176
1644430081,2016-05-08,2987,991,295,0,0,6724
1844505072,2016-04-12,2030,1101,339,0,0,6697
1844505072,2016-04-13,1860,1192,248,0,0,4929
1844505072,2016-04-14,2130,843,373,0,0,7937
1844505072,2016-04-15,1725,527,176,0,0,3844
1844505072,2016-04-16,1657,1293,147,0,0,3414
1844505072,2016-04-19,1366,1430,10,0,0,197
1844505072,2016-04-20,1349,1439,1,0,0,8
1844505072,2016-04-22,1827,1220,220,0,0,5372
1844505072,2016-04-23,1645,1301,139,0,0,3570
1844505072,2016-04-24,1347,1440,0,0,0,0
1844505072,2016-04-25,1347,1440,0,0,0,0
1844505072,2016-04-26,1347,1440,0,0,0,0
1844505072,2016-04-27,1348,1439,1,0,0,4
1844505072,2016-04-28,1992,1138,302,0,0,6907
1844505072,2016-04-29,1856,1082,247,0,0,4920
1844505072,2016-04-30,1763,218,184,0,0,4014
1844505072,2016-05-02,1348,1440,0,0,0,0
1844505072,2016-05-03,1742,1256,184,0,0,4059
1844505072,2016-05-04,1549,1353,87,0,0,2080
1844505072,2016-05-05,1589,1320,120,0,0,2237
1844505072,2016-05-06,1351,1438,2,0,0,44
1844505072,2016-05-07,1347,1440,0,0,0,0
1844505072,2016-05-08,1347,1440,0,0,0,0
1844505072,2016-05-09,1347,1440,0,0,0,0
1844505072,2016-05-10,1347,1440,0,0,0,0
1844505072,2016-05-11,1347,1440,0,0,0,0
1844505072,2016-05-12,665,711,0,0,0,0
1927972279,2016-04-12,2220,734,55,0,0,678
1927972279,2016-04-13,2151,986,32,0,0,356
1927972279,2016-04-15,2221,941,51,0,0,980
1927972279,2016-04-16,2064,1440,0,0,0,0
1927972279,2016-04-17,2063,1440,0,0,0,0
1927972279,2016-04-18,2111,1423,17,0,0,244
1927972279,2016-04-19,2063,1440,0,0,0,0
1927972279,2016-04-20,2063,1440,0,0,0,0
1927972279,2016-04-21,2064,1440,0,0,0,0
1927972279,2016-04-22,2093,1430,10,0,0,149
1927972279,2016-04-23,2499,1295,145,0,0,2945
1927972279,2016-04-25,2100,1303,12,0,0,152
1927972279,2016-04-26,2638,1058,192,0,0,3761
1927972279,2016-04-27,2063,1440,0,0,0,0
1927972279,2016-04-28,2351,1167,95,0,0,1675
1927972279,2016-04-29,2063,1440,0,0,0,0
1927972279,2016-04-30,2064,1440,0,0,0,0
1927972279,2016-05-03,2195,1413,17,0,10,1326
1927972279,2016-05-04,2338,1353,87,0,0,1786
1927972279,2016-05-05,2063,1440,0,0,0,0
1927972279,2016-05-06,2383,1332,108,0,0,2091
1927972279,2016-05-07,2229,1392,48,0,0,1510
1927972279,2016-05-08,2063,1440,0,0,0,0
1927972279,2016-05-09,2063,1440,0,0,0,0
1927972279,2016-05-10,2063,1440,0,0,0,0
1927972279,2016-05-11,2063,1440,0,0,0,0
1927972279,2016-05-12,1383,966,0,0,0,0
2022484408,2016-04-23,2069,1191,249,0,0,6001
2022484408,2016-05-08,1848,1305,135,0,0,3292
2026352035,2016-04-13,1521,663,238,0,0,4993
2026352035,2016-04-14,1431,653,197,0,0,3335
2026352035,2016-04-15,1444,687,188,0,0,3821
2026352035,2016-04-16,1373,728,150,0,0,2547
2026352035,2016-04-17,1214,1053,60,0,0,838
2026352035,2016-04-18,1419,1062,182,0,0,3325
2026352035,2016-04-19,1356,785,141,0,0,2424
2026352035,2016-04-20,1667,623,327,0,0,7222
2026352035,2016-04-21,1370,749,153,0,0,2467
2026352035,2016-04-22,1399,712,162,0,0,2915
2026352035,2016-04-23,1916,458,432,0,0,12357
2026352035,2016-04-24,1401,704,164,0,0,3490
2026352035,2016-04-25,1576,821,260,0,0,6017
2026352035,2016-04-26,1595,1018,288,0,0,5933
2026352035,2016-04-27,1593,586,286,0,0,6088
2026352035,2016-04-28,1649,626,331,0,0,6375
2026352035,2016-04-29,1692,492,352,0,0,7604
2026352035,2016-04-30,1506,594,233,0,0,4729
2026352035,2016-05-01,1447,716,191,0,0,3609
2026352035,2016-05-02,1690,716,355,0,0,7018
2026352035,2016-05-03,1604,981,304,0,0,5992
2026352035,2016-05-04,1658,530,345,0,0,6564
2026352035,2016-05-05,1926,479,475,0,0,12167
2026352035,2016-05-06,1736,511,383,0,0,8198
2026352035,2016-05-07,1491,665,229,0,0,4193
2026352035,2016-05-08,1555,610,258,0,0,5528
2026352035,2016-05-09,1869,543,401,0,0,10685
2026352035,2016-05-10,1141,1002,17,0,0,254
2026352035,2016-05-11,1698,569,330,0,0,8580
2026352035,2016-05-12,1364,330,343,0,0,8891
2320127002,2016-04-13,2003,1105,335,0,0,7275
2320127002,2016-04-14,1696,1249,191,0,0,3973
2320127002,2016-04-15,1801,1195,245,0,0,5205
2320127002,2016-04-16,1724,1245,195,0,0,5057
2320127002,2016-04-17,1852,1191,249,0,0,6198
2320127002,2016-04-22,1851,1174,266,0,0,5583
2320127002,2016-04-23,1804,1129,242,0,0,5079
2320127002,2016-04-24,1725,1236,204,0,0,4165
2320127002,2016-04-26,1632,1293,147,0,0,3409
2320127002,2016-04-27,1481,1358,82,0,0,1715
2320127002,2016-04-28,1473,1364,76,0,0,1532
2320127002,2016-04-29,1410,1395,45,0,0,924
2320127002,2016-04-30,1779,1206,234,0,0,4571
2320127002,2016-05-01,1403,1400,40,0,0,772
2320127002,2016-05-04,1426,1388,52,0,0,1201
2320127002,2016-05-06,1742,1236,204,0,0,4878
2320127002,2016-05-07,1972,1121,319,0,0,7379
2320127002,2016-05-08,1821,1193,247,0,0,5161
2320127002,2016-05-09,1630,1295,145,0,0,3090
2320127002,2016-05-10,1899,1150,290,0,0,6227
2320127002,2016-05-11,1903,1140,300,0,0,6424
2320127002,2016-05-12,1125,830,128,0,0,2661
2347167796,2016-04-24,2187,584,360,0,0,9471
2347167796,2016-04-26,1861,732,227,0,0,5980
2347167796,2016-04-28,1854,764,229,0,0,5439
2347167796,2016-04-29,403,2,4,0,0,42
2873212765,2016-04-14,1893,1109,331,0,0,7910
2873212765,2016-04-19,1956,1051,389,0,0,7948
2873212765,2016-04-25,1907,1081,359,0,0,7373
2873212765,2016-04-27,1966,1197,197,0,46,3516
2873212765,2016-05-04,2015,1020,420,0,0,8278
2873212765,2016-05-08,2096,1068,326,0,46,8168
2873212765,2016-05-09,1906,1095,345,0,0,7726
2873212765,2016-05-12,1431,720,268,0,0,7566
3372868164,2016-04-25,2010,1024,416,0,0,5995
3372868164,2016-04-28,1972,1055,385,0,0,5512
3372868164,2016-05-01,1237,842,172,0,0,3077
3977333714,2016-04-21,1397,712,242,0,0,6093
3977333714,2016-05-11,52,13,9,0,4,746
4020332650,2016-04-13,1981,1440,0,0,0,0
4020332650,2016-04-14,2011,1437,3,0,0,108
4020332650,2016-04-17,1990,1438,2,0,0,16
4020332650,2016-04-18,1995,1438,2,0,0,62
4020332650,2016-04-19,1980,1440,0,0,0,0
4020332650,2016-04-20,1980,1440,0,0,0,0
4020332650,2016-04-21,1980,1440,0,0,0,0
4020332650,2016-04-22,1980,1440,0,0,0,0
4020332650,2016-04-23,1980,1440,0,0,0,0
4020332650,2016-04-24,1980,1440,0,0,0,0
4020332650,2016-04-25,1980,1440,0,0,0,0
4020332650,2016-04-26,1980,1440,0,0,0,0
4020332650,2016-04-27,1980,1440,0,0,0,0
4020332650,2016-04-28,1980,1440,0,0,0,0
4020332650,2016-04-29,1980,1440,0,0,0,0
4020332650,2016-04-30,1980,1440,0,0,0,0
4020332650,2016-05-01,1980,1440,0,0,0,0
4020332650,2016-05-07,2975,1256,184,0,0,6132
4020332650,2016-05-08,3089,775,263,0,0,5862
4020332650,2016-05-12,1120,721,21,0,0,590
4057192912,2016-04-12,2286,1276,164,0,0,5394
4057192912,2016-04-13,2306,1280,160,0,0,5974
4057192912,2016-04-14,1776,1440,0,0,0,0
4319703577,2016-04-12,2115,1440,0,0,0,7753
4319703577,2016-04-15,1985,752,228,0,0,5664
4319703577,2016-04-16,1884,724,194,0,0,4744
4319703577,2016-04-17,1464,1363,3,0,0,29
4319703577,2016-04-19,2200,604,311,0,0,8925
4319703577,2016-04-21,1792,1265,34,0,0,3702
4319703577,2016-04-23,1945,546,233,0,0,4935
4319703577,2016-05-01,1593,836,67,0,0,1251
4319703577,2016-05-08,1792,603,153,0,0,3672
4319703577,2016-05-12,257,0,2,0,0,17
4388161847,2016-04-12,2955,1440,0,0,0,10122
4388161847,2016-04-15,3066,837,299,0,0,8758
4388161847,2016-04-17,2572,721,201,0,0,4660
4388161847,2016-05-12,1623,825,108,0,0,3369
4445114986,2016-04-12,2113,787,196,0,0,3276
4445114986,2016-04-13,2095,840,194,0,0,2961
4445114986,2016-04-14,2194,717,231,0,0,3974
4445114986,2016-04-15,2496,711,350,0,0,7198
4445114986,2016-04-16,2180,716,225,0,0,3945
4445114986,2016-04-17,1933,1219,114,0,0,2268
4445114986,2016-04-19,1954,895,121,0,0,2064
4445114986,2016-04-20,1974,841,137,0,0,2072
4445114986,2016-04-21,2150,756,215,0,0,3809
4445114986,2016-04-22,2432,706,317,0,0,6831
4445114986,2016-04-23,2149,1239,201,0,0,4363
4445114986,2016-04-24,2247,1196,244,0,0,5002
4445114986,2016-04-25,2070,916,179,0,0,3385
4445114986,2016-04-28,2203,762,236,0,0,4493
4445114986,2016-04-29,2196,1106,226,0,0,4676
4445114986,2016-04-30,2363,797,290,0,0,6222
4445114986,2016-05-01,2246,741,240,0,0,5232
4445114986,2016-05-04,2070,897,180,0,0,2923
4445114986,2016-05-06,2211,809,229,0,0,4514
4445114986,2016-05-09,2281,641,266,0,0,5275
4445114986,2016-05-10,2181,783,231,0,0,3915
4445114986,2016-05-12,1212,380,58,0,0,768
4558609924,2016-04-12,1909,1122,318,0,0,5135
4558609924,2016-04-14,1922,1161,279,0,0,6799
4558609924,2016-04-20,1788,1218,222,0,0,4803
4558609924,2016-04-24,2173,1045,395,0,0,8563
4558609924,2016-05-01,1692,1121,190,0,0,3428
4558609924,2016-05-02,2066,1057,383,0,0,7891
4558609924,2016-05-04,1842,1188,252,0,0,5232
4558609924,2016-05-06,1722,1238,202,0,0,3755
4558609924,2016-05-12,1452,736,247,0,0,6307
4702921684,2016-04-12,2947,718,263,0,0,7213
4702921684,2016-04-13,2898,777,258,0,0,6877
4702921684,2016-04-14,2984,772,271,0,0,7860
4702921684,2016-04-22,2241,1341,72,0,0,1664
4702921684,2016-05-01,2017,1440,0,0,0,0
4702921684,2016-05-03,3145,729,313,0,0,9454
4702921684,2016-05-12,1240,241,68,0,0,2752
5553957443,2016-04-13,1718,647,226,0,0,4832
5553957443,2016-04-16,1831,521,288,0,0,5771
5553957443,2016-04-17,1397,943,46,0,0,655
5553957443,2016-04-18,1683,622,206,0,0,3727
5553957443,2016-04-20,1570,598,148,0,0,2713
5553957443,2016-04-23,1776,443,272,0,0,4112
5553957443,2016-04-24,1507,582,104,0,0,1807
5553957443,2016-04-30,1463,506,84,0,0,1202
5553957443,2016-05-01,1747,436,237,0,0,5164
5553957443,2016-05-04,1698,651,224,0,0,4249
5553957443,2016-05-07,1494,902,96,0,0,1868
5553957443,2016-05-11,1693,628,195,0,0,4926
5577150313,2016-05-07,1819,1440,0,0,0,0
5577150313,2016-05-08,1819,1440,0,0,0,0
6117666160,2016-04-12,1496,1440,0,0,0,0
6117666160,2016-04-13,1496,1440,0,0,0,0
6117666160,2016-04-14,1496,1440,0,0,0,0
6117666160,2016-04-17,2225,702,312,0,0,7150
6117666160,2016-04-18,2018,759,241,0,0,5153
6117666160,2016-04-19,2606,425,480,0,0,11135
6117666160,2016-04-22,2409,413,402,0,0,8206
6117666160,2016-04-23,2651,468,512,0,0,11495
6117666160,2016-04-24,2305,711,362,0,0,7623
6117666160,2016-04-25,1497,1440,0,0,0,0
6117666160,2016-04-27,2576,417,458,0,0,9411
6117666160,2016-04-28,1879,758,141,0,0,3403
6117666160,2016-04-29,2560,479,461,0,0,9592
6117666160,2016-04-30,2275,1040,343,0,0,6987
6117666160,2016-05-01,2361,525,397,0,0,8915
6117666160,2016-05-02,2044,1204,236,0,0,4933
6117666160,2016-05-03,1496,1440,0,0,0,0
6117666160,2016-05-04,1902,1279,156,0,0,2997
6117666160,2016-05-05,2636,479,487,0,0,9799
6117666160,2016-05-06,1838,673,133,0,0,3365
6117666160,2016-05-07,2469,456,412,0,0,7336
6117666160,2016-05-08,2250,517,318,0,0,7328
6117666160,2016-05-09,1248,125,197,0,0,4477
6290855005,2016-04-12,2560,1241,199,0,0,4562
6290855005,2016-04-21,2060,1440,0,0,0,0
6290855005,2016-04-22,2796,1138,302,0,0,6238
6290855005,2016-04-23,2664,1407,0,0,33,0
6290855005,2016-04-24,2703,1182,258,0,0,5896
6290855005,2016-04-26,2060,1440,0,0,0,0
6290855005,2016-04-28,2687,1185,255,0,0,5731
6290855005,2016-04-29,2060,1440,0,0,0,0
6290855005,2016-05-03,2671,1200,240,0,0,6047
6290855005,2016-05-05,2682,1201,239,0,0,6339
6290855005,2016-05-07,2613,1213,227,0,0,5510
6290855005,2016-05-08,2712,1189,251,0,0,7706
6290855005,2016-05-10,0,1440,0,0,0,0
6775888955,2016-04-12,1841,1440,0,0,0,0
6775888955,2016-04-15,2127,976,58,0,0,1282
6775888955,2016-04-19,1841,1440,0,0,0,0
6775888955,2016-04-21,1841,1440,0,0,0,0
6775888955,2016-04-22,1922,1420,20,0,0,637
6775888955,2016-04-23,1841,1440,0,0,0,0
6775888955,2016-04-27,1841,1440,0,0,0,0
6775888955,2016-04-29,1841,1440,0,0,0,0
6775888955,2016-05-02,1841,1440,0,0,0,0
6775888955,2016-05-03,1843,1439,1,0,0,9
6775888955,2016-05-04,1841,1440,0,0,0,0
6775888955,2016-05-05,1841,1440,0,0,0,0
6962181067,2016-04-14,1466,862,86,0,0,1551
6962181067,2016-04-15,1756,837,217,0,0,5563
6962181067,2016-04-24,1705,720,199,0,0,5029
6962181067,2016-05-01,1740,722,215,0,0,5454
6962181067,2016-05-06,1850,717,299,0,0,5908
6962181067,2016-05-07,1947,745,328,0,0,6815
7007744171,2016-04-15,2098,1238,202,0,0,5273
7007744171,2016-04-16,2076,1155,203,0,0,4631
7007744171,2016-04-17,2383,1135,305,0,0,8059
7007744171,2016-04-24,2667,1021,419,0,0,11085
7007744171,2016-04-30,2051,1240,200,0,0,3761
7007744171,2016-05-01,2225,1142,237,0,0,5600
7007744171,2016-05-04,1557,1440,0,0,0,0
7007744171,2016-05-07,120,111,0,0,0,0
7086361926,2016-04-16,1635,1437,3,0,0,31
7086361926,2016-04-17,1629,1440,0,0,0,0
7086361926,2016-04-23,1965,1350,90,0,0,2817
7086361926,2016-04-24,2049,566,125,0,0,3520
8053475328,2016-05-01,1886,1389,51,0,0,1170
8053475328,2016-05-02,1988,1345,95,0,0,1969
8253242879,2016-04-15,1632,1335,105,0,0,2672
8253242879,2016-04-19,1763,1276,164,0,0,4212
8253242879,2016-04-22,1651,1320,120,0,0,2824
8253242879,2016-04-30,0,1440,0,0,0,0
8378563200,2016-04-17,2572,599,93,0,0,2132
8378563200,2016-04-24,2741,734,135,0,0,3703
8378563200,2016-04-30,2660,780,121,0,0,2946
8378563200,2016-05-07,2799,851,158,0,0,4468
8378563200,2016-05-08,2685,621,139,0,0,2943
8583815059,2016-04-14,2443,1306,134,0,0,3135
8583815059,2016-04-15,2505,1375,65,0,0,3430
8583815059,2016-04-16,2693,1440,0,0,0,5319
8583815059,2016-04-17,2439,1440,0,0,0,3008
8583815059,2016-05-02,2894,1440,0,0,0,8469
8583815059,2016-05-03,3212,1440,0,0,0,12015
8583815059,2016-05-04,2516,1440,0,0,0,3588
8583815059,2016-05-05,3266,1370,70,0,0,12427
8583815059,2016-05-07,2810,1190,250,0,0,6117
8583815059,2016-05-12,0,1440,0,0,0,0
8792009665,2016-04-12,2044,831,116,0,0,2564
8792009665,2016-04-13,1934,806,82,0,0,1320
8792009665,2016-04-14,1963,853,84,0,0,1219
8792009665,2016-04-15,2009,937,126,0,0,2483
8792009665,2016-04-16,1721,1428,12,0,0,244
8792009665,2016-04-17,1688,1440,0,0,0,0
8792009665,2016-04-18,1688,1440,0,0,0,0
8792009665,2016-04-19,1688,1440,0,0,0,0
8792009665,2016-04-21,1720,1431,9,0,0,144
8792009665,2016-04-25,1688,1440,0,0,0,0
8792009665,2016-04-26,1928,1360,80,0,0,1321
8792009665,2016-04-27,2067,900,112,0,0,1758
8792009665,2016-04-28,2780,714,310,0,0,6157
8792009665,2016-05-01,1962,834,79,0,0,1619
8792009665,2016-05-02,2015,916,101,0,0,1831
8792009665,2016-05-03,2297,739,156,0,0,2421
8792009665,2016-05-04,2067,848,129,0,0,2283
8792009665,2016-05-05,1688,1440,0,0,0,0
8792009665,2016-05-06,1688,1440,0,0,0,0
8792009665,2016-05-07,1688,1440,0,0,0,0
8792009665,2016-05-08,1688,1440,0,0,0,0
8792009665,2016-05-09,1688,1440,0,0,0,0
8792009665,2016-05-10,57,48,0,0,0,0
8877689391,2016-05-02,2189,1335,105,0,0,4790
1644430081,2016-04-25,2497,1337,94,1,8,3580
1927972279,2016-05-01,2411,1355,70,1,14,2704
2873212765,2016-04-24,1898,1203,190,1,46,6873
4445114986,2016-04-26,2291,839,180,1,29,6326
4445114986,2016-04-27,2361,839,194,1,32,7243
8053475328,2016-04-30,2408,1281,131,1,27,7135
8877689391,2016-04-24,3455,1148,227,1,64,16674
8877689391,2016-05-12,1849,770,137,1,23,8064
2022484408,2016-05-07,1995,1269,149,2,20,6708
3372868164,2016-04-23,1995,1115,303,2,20,7396
4445114986,2016-05-03,2421,725,233,2,30,7502
8253242879,2016-04-12,2044,1244,154,2,40,9033
8583815059,2016-05-01,2596,1311,117,2,10,4512
2022484408,2016-04-14,2312,1148,257,3,32,10690
2022484408,2016-04-18,2770,1078,311,3,48,14131
6962181067,2016-04-16,2173,741,280,3,50,13217
8053475328,2016-04-22,2655,1260,117,3,60,10520
8378563200,2016-05-05,3783,764,214,3,66,8567
8877689391,2016-04-26,2860,1157,258,3,22,11101
1644430081,2016-04-15,2750,1263,170,4,3,5263
4388161847,2016-05-02,3147,935,204,4,33,10096
4445114986,2016-05-02,2336,667,200,4,27,6910
4445114986,2016-05-07,2123,866,108,4,26,5183
6962181067,2016-04-20,2174,639,297,4,48,13928
7086361926,2016-05-12,1199,343,58,4,5,3789
8053475328,2016-05-12,1505,839,39,4,28,4998
8253242879,2016-04-24,1976,1313,82,4,41,8905
8378563200,2016-04-27,3061,676,192,4,4,7359
8378563200,2016-05-02,3491,802,142,4,63,6064
8583815059,2016-05-09,2947,1260,110,4,66,9877
8877689391,2016-04-30,4398,1089,223,4,124,27745
8877689391,2016-05-08,2847,1174,245,4,17,10686
1503960366,2016-04-24,1788,709,238,5,39,10039
1624580081,2016-04-28,1401,1320,115,5,0,2759
2022484408,2016-04-13,2601,1100,292,5,43,12024
2320127002,2016-04-25,1654,1280,152,5,3,3588
2873212765,2016-04-26,1882,1124,309,5,2,8242
4020332650,2016-05-09,2785,1225,173,5,3,4556
4319703577,2016-04-24,1880,692,191,5,1,4081
4388161847,2016-04-23,3306,749,215,5,58,13236
4558609924,2016-04-23,2085,1122,308,5,5,6890
4702921684,2016-05-05,3006,745,241,5,8,8614
6775888955,2016-05-07,1032,551,49,5,2,1967
8053475328,2016-04-14,3411,1123,193,5,119,20159
8053475328,2016-04-20,3043,695,158,5,89,15108
8053475328,2016-04-26,2846,1182,185,5,68,12685
8253242879,2016-04-17,2112,1237,157,5,41,10204
8253242879,2016-04-27,2008,1286,104,5,45,10232
8378563200,2016-05-06,3644,831,166,5,74,7045
8583815059,2016-04-27,3142,1229,129,5,77,12474
8877689391,2016-04-18,2761,1215,191,5,29,11423
8877689391,2016-04-29,2698,1207,210,5,18,9733
1503960366,2016-05-06,1896,754,289,6,24,12159
1624580081,2016-05-02,1497,1261,166,6,7,7155
1927972279,2016-04-24,2324,1358,75,6,1,2090
2320127002,2016-05-02,1613,1306,123,6,5,3634
2873212765,2016-04-18,1890,1122,311,6,1,7762
4057192912,2016-04-15,1527,873,88,6,3,3984
4445114986,2016-04-18,2248,1247,162,6,25,6155
4445114986,2016-05-05,2120,734,185,6,2,3800
5553957443,2016-05-12,741,222,48,6,8,3121
6117666160,2016-04-15,2865,921,513,6,0,14019
7007744171,2016-04-14,2668,1096,304,6,34,11179
7086361926,2016-04-12,2772,745,153,6,59,11317
7086361926,2016-04-21,2463,758,206,6,19,9469
7086361926,2016-04-27,2693,829,145,6,55,11107
8053475328,2016-04-16,2867,1255,83,6,96,14549
8053475328,2016-04-18,3133,1137,195,6,102,17076
8053475328,2016-04-21,3103,1164,170,6,100,16057
